n_x,n_y,n_z,n_m,particles,emitt_x,emitt_y,beta_x,beta_y,sigma_z,offset_y,integration_method,n_t,cut_x,cut_y,cut_z,grids,n_runs,n_seeds,source_dirs,seeds
512,512,25,,0.624,1.0,0.003,12.0,0.12,100,1.213,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.003,12.0,0.12,100,1.8195,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.003,12.0,0.12,100,2.426,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.1,0.004,12.0,0.12,100,0.0,,,,,,,18,18,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;689421;733579;745198;893274
512,512,25,10000.0,0.624,0.1,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.15,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.2,0.004,12.0,0.12,100,0.0,,,,,,,21,21,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;238461;286038;360177;394826;479728;527875;591734;648219;723546;733579;817354
512,512,25,100000.0,0.624,0.2,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.3,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.3,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.3,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,,0.624,0.3,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.3,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.3,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.3,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.3,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.4,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.5,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.5,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.6,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.7,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.8,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.9,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,5000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,50000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.9,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,5000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,50000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,64,88480.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,64,250000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.9,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,64,250000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,64,350000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,64,353910.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,10,10,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815
512,256,25,,0.624,0.9,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,64,250000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,64,700000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.9,0.004,12.0,0.12,100,0.0,,,,,,,45,30,output;output_no_pairs,100805;105469;105648;130471;135135;143455;145992;153768;159302;167029;167815;238461;274935;286038;352871;360177;394826;479728;496023;512837;527875;591734;648219;689421;723546;733579;745198;817354;893274;902156
512,512,25,1000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,5000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,5000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,3.0,6.0,,,,,11,11,output_nm,100805;135135;143455;145992;153768;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,20.0,20.0,3.5,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,50000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,1000000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,50000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,250000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,500000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,1000000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,1400000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,13,13,output_nm,130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,2500000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,5000000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.9,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,64,250000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,64,420000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,6,6,output_nm,135135;143455;145992;153768;159302;167029
512,1024,64,2831000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,30.0,30.0,3.5,7.0,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,36,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.9,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,1024,25,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,40.0,40.0,3.5,7.0,9,9,output_nm,100805;135135;143455;145992;286038;360177;479728;527875;733579
1024,1024,50,10000.0,0.624,0.9,0.004,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.004,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.004,12.0,0.12,100,0.1401,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.004,12.0,0.12,100,0.4203,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.004,12.0,0.12,100,0.7005,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.004,12.0,0.12,100,1.401,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.004,12.0,0.12,100,2.1015,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.004,12.0,0.12,100,2.802,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.1,0.005,12.0,0.12,100,0.0,,,,,,,10,10,output,145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.1,0.005,12.0,0.12,100,0.01566140147,,,,,,,10,10,output,145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.1,0.005,12.0,0.12,100,0.1566140147,,,,,,,10,10,output,145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.1,0.005,12.0,0.12,100,1.566140147,,,,,,,10,10,output,145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.3,0.005,12.0,0.12,100,0.0,,,,,,,10,10,output,145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.3,0.005,12.0,0.12,100,0.01566140147,,,,,,,10,10,output,145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.3,0.005,12.0,0.12,100,0.1566140147,,,,,,,10,10,output,145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.3,0.005,12.0,0.12,100,1.566140147,,,,,,,10,10,output,145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.005,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.005,12.0,0.12,100,0.1556,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.005,12.0,0.12,100,0.4668,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.005,12.0,0.12,100,0.778,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.005,12.0,0.12,100,1.556,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.005,12.0,0.12,100,2.334,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.005,12.0,0.12,100,3.112,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.1,0.006,12.0,0.12,100,0.0,,,,,,,18,18,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;689421;733579;745198;893274
512,512,25,10000.0,0.624,0.1,0.006,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.15,0.006,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.2,0.006,12.0,0.12,100,0.0,,,,,,,21,21,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;238461;286038;360177;394826;479728;527875;591734;648219;723546;733579;817354
512,512,25,100000.0,0.624,0.2,0.006,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.3,0.006,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
