n_x,n_y,n_z,n_m,particles,emitt_x,emitt_y,beta_x,beta_y,sigma_z,offset_y,integration_method,n_t,cut_x,cut_y,cut_z,grids,n_runs,n_seeds,source_dirs,seeds
256,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.9,0.006,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,,0.624,0.9,0.006,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.9,0.006,12.0,0.12,100,0.0,,,,,,,45,30,output;output_no_pairs,100805;105469;105648;130471;135135;143455;145992;153768;159302;167029;167815;238461;274935;286038;352871;360177;394826;479728;496023;512837;527875;591734;648219;689421;723546;733579;745198;817354;893274;902156
512,512,25,1000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,5000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,20.0,20.0,3.5,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,50000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,1000000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.9,0.006,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,30.0,30.0,3.5,7.0,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,36,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.9,0.006,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,1024,25,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,40.0,40.0,3.5,7.0,9,9,output_nm,100805;135135;143455;145992;286038;360177;479728;527875;733579
1024,1024,50,10000.0,0.624,0.9,0.006,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,14,14,output_nm,100805;105469;130471;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.006,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.006,12.0,0.12,100,0.1716,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.006,12.0,0.12,100,0.5148,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.006,12.0,0.12,100,0.858,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.006,12.0,0.12,100,1.716,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.006,12.0,0.12,100,2.574,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.006,12.0,0.12,100,3.432,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,8,100.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,8,500.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,1000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,5000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,33,18,output;output_no_pairs,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;689421;733579;745198;893274
512,512,25,10000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,1000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,5000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,10000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,1000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,5000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,10000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,100000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,128,5000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,128,10000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,128,100000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,128,1000000.0,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.1,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.15,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.2,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.2,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.2,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,,0.624,0.2,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.2,0.008,12.0,0.12,100,0.0,,,,,,,31,16,output;output_no_pairs,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;238461;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.2,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.2,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.3,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.3,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.3,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,,0.624,0.3,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.3,0.008,12.0,0.12,100,0.0,,,,,,,30,15,output;output_no_pairs,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.3,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.3,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.3,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.4,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.5,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.5,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.6,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.7,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.8,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
16,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,25,100.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,25,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
32,512,64,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,25,100.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,25,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
64,512,64,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,50000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,5,5,output_nm,100805;105469;130471;135135;143455
128,512,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,64,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,50000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,64,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
384,512,64,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,25,100.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,25,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,64,27000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,64,50000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
